transaction_id,timestamp,hour,sender_upi_id,sender_name,receiver_upi_id,receiver_name,amount,transaction_type,device_id,location_city,latitude,longitude,network_type,device_trust_score,failed_pin_attempts,sender_account_age_days,is_new_payee,time_since_last_txn_sec,distance_from_last_txn_km,travel_speed_kmh,amount_to_user_avg_ratio,user_historical_txns,is_fraud,fraud_type
TXN_UPI_202608004318,2026-08-06 02:20:00,2,naveen.deshmukh715@oksbi,Naveen Deshmukh,croma.retail@razorpay,Croma Electronics,27111.42,P2M,DEV_IND_00738_SM-S918B,Pune,18.4798,73.8888,4G,0.92,0,763,0,5861.0,9.01,5.53,5.422,6,0,NONE
TXN_UPI_202608004319,2026-08-06 02:22:54,2,manish.bose928@oksbi,Manish Bose,kirana.merchant@sbi,Local Kirana Store,516.27,P2M,DEV_IND_00584_RedmiNote12,Bengaluru,12.9796,77.5912,5G,0.86,0,1038,1,37287.0,7.36,0.71,1.147,8,0,NONE
TXN_UPI_202608004320,2026-08-06 02:24:17,2,divya.kumar239@barodampay,Divya Kumar,amazon.pay@bharatpe,Amazon India,14273.42,QR_SCAN,DEV_IND_00255_RedmiNote12,Delhi,28.637,77.2332,WIFI,0.85,0,441,0,1857.0,9.07,17.58,31.719,2,0,NONE
TXN_UPI_202608004321,2026-08-06 02:26:53,2,deepika.gupta246@paytm,Deepika Gupta,amazon.pay@sbi,Amazon India,8316.45,P2M,DEV_IND_00101_Pixel8,Delhi,28.6036,77.1918,5G,0.98,0,1507,1,34809.0,5.64,0.58,18.481,5,0,NONE
TXN_UPI_202608004322,2026-08-06 02:27:14,2,manish.bose864@paytm,Manish Bose,zomato.pay@paytmqr,Zomato Online,715.34,BILL_PAY,"DEV_IND_00644_iPhone15,2",Kochi,9.9415,76.287,5G,0.9,0,569,1,44006.0,1.38,0.11,0.286,9,0,NONE
TXN_UPI_202608004323,2026-08-06 02:29:34,2,shreya.reddy443@barodampay,Shreya Reddy,indianoil.fuel@icici,Indian Oil Petrol,2981.3,P2M,DEV_IND_00229_SM-S918B,Delhi,28.6206,77.2125,5G,0.86,0,1619,0,26401.0,5.29,0.72,3.975,7,0,NONE
TXN_UPI_202608004324,2026-08-06 02:32:03,2,aditya.rao982@ybl,Aditya Rao,chaipoint.pos@bharatpe,Chai Point Express,141.45,P2M,DEV_IND_00072_RedmiNote12,Ahmedabad,23.0571,72.6058,WIFI,0.97,0,1284,0,64553.0,10.03,0.56,0.028,8,0,NONE
TXN_UPI_202608004325,2026-08-06 02:34:10,2,neha.mehta856@paytm,Neha Mehta,airtel.bills@razorpay,Airtel Postpaid,1254.37,QR_SCAN,DEV_IND_00463_OnePlus11,Kochi,9.9167,76.3093,5G,0.87,0,1457,0,17150.0,5.89,1.24,0.502,8,0,NONE
TXN_UPI_202608004326,2026-08-06 02:36:08,2,rajesh.sharma566@ibl,Rajesh Sharma,sanjay.sharma335@ybl,Sanjay Sharma,10.0,P2P,DEV_IND_00380_Pixel8,Mumbai,19.075,72.8759,5G,0.93,0,1649,0,46519.0,4.38,0.34,0.013,7,0,NONE
TXN_UPI_202608004327,2026-08-06 02:38:58,2,kavita.mishra629@ibl,Kavita Mishra,makemytrip.travel@bharatpe,MakeMyTrip Flight,21131.88,P2M,DEV_IND_00519_RedmiNote12,Chandigarh,30.6966,76.795,4G,0.95,0,212,1,44548.0,6.78,0.55,46.96,6,0,NONE
TXN_UPI_202608004328,2026-08-06 02:40:05,2,kavita.mishra10@barodampay,Kavita Mishra,uber.rides@paytmqr,Uber India,1061.52,P2M,DEV_IND_00579_OnePlus11,Delhi,28.6073,77.2152,4G,0.97,0,1651,1,111184.0,4.26,0.14,0.425,6,0,NONE
TXN_UPI_202608004329,2026-08-06 02:40:28,2,pooja.joshi432@barodampay,Pooja Joshi,croma.retail@razorpay,Croma Electronics,40854.71,P2M,DEV_IND_00457_SM-S918B,Kochi,9.8815,76.2916,4G,0.93,0,1864,0,88546.0,11.36,0.46,54.473,8,0,NONE
TXN_UPI_202608004330,2026-08-06 02:42:35,2,ananya.kumar206@apl,Ananya Kumar,reliance.retail@icici,Reliance Smart Bazaar,412.43,P2M,DEV_IND_00215_SM-S918B,Hyderabad,17.403,78.4951,5G,0.92,0,311,0,12811.0,2.25,0.63,0.917,7,0,NONE
TXN_UPI_202608004331,2026-08-06 02:42:48,2,naveen.singh293@oksbi,Naveen Singh,flipkart.pay@sbi,Flipkart Payments,16981.0,BILL_PAY,"DEV_IND_00168_iPhone15,2",Bengaluru,12.955,77.6198,5G,0.87,0,296,0,63896.0,2.83,0.16,6.792,9,0,NONE
TXN_UPI_202608004332,2026-08-06 02:43:53,2,gaurav.nair238@okaxis,Gaurav Nair,indianoil.fuel@icici,Indian Oil Petrol,1843.95,QR_SCAN,DEV_IND_00056_OnePlus11,Mumbai,19.0992,72.9003,5G,0.97,0,1381,1,131461.0,0.96,0.03,4.098,8,0,NONE
TXN_UPI_202608004333,2026-08-06 02:44:05,2,pooja.verma653@okaxis,Pooja Verma,airtel.bills@sbi,Airtel Postpaid,1043.0,P2M,DEV_IND_00427_RedmiNote12,Kochi,9.9585,76.2467,4G,0.97,0,340,0,83542.0,2.48,0.11,0.869,8,0,NONE
TXN_UPI_202608004334,2026-08-06 02:45:34,2,divya.aggarwal41@okicici,Divya Aggarwal,indianoil.fuel@paytmqr,Indian Oil Petrol,1986.07,P2M,DEV_IND_00465_Pixel8,Pune,18.5407,73.8821,4G,0.88,0,1780,0,84074.0,2.67,0.11,1.655,7,0,NONE
TXN_UPI_202608004335,2026-08-06 02:48:25,2,sunita.mehta315@oksbi,Sunita Mehta,gaurav.pandey476@ybl,Gaurav Pandey,7273.84,P2P,DEV_IND_00323_Pixel8,Ahmedabad,23.0099,72.6002,5G,0.9,0,1409,1,381085.0,3.26,0.03,1.455,1,0,NONE
TXN_UPI_202608004336,2026-08-06 02:51:12,2,karan.nair596@barodampay,Karan Nair,suspect.node890@ybl,Unknown Overseas Account,69554.65,P2P,DEV_UNKNOWN_7419,Lagos,6.5417,3.3844,VPN_SUSPICIOUS,0.34,0,987,1,20922.0,9217.82,1586.09,27.822,7,1,IMPOSSIBLE_TRAVEL
TXN_UPI_202608004337,2026-08-06 02:52:30,2,deepika.kulkarni284@ibl,Deepika Kulkarni,chaipoint.pos@icici,Chai Point Express,118.53,QR_SCAN,DEV_IND_00011_OnePlus11,Delhi,28.6352,77.1733,4G,0.88,0,462,0,157757.0,7.19,0.16,0.047,5,0,NONE
TXN_UPI_202608004338,2026-08-06 02:54:21,2,manish.patel987@apl,Manish Patel,zomato.pay@sbi,Zomato Online,1065.77,P2M,DEV_IND_00434_OnePlus11,Delhi,28.6104,77.1597,5G,0.88,0,64,0,59029.0,8.48,0.52,0.426,6,0,NONE
TXN_UPI_202608004339,2026-08-06 02:56:57,2,aditya.rao943@oksbi,Aditya Rao,makemytrip.travel@hdfcbank,MakeMyTrip Flight,30150.59,P2M,DEV_IND_00612_Pixel8,Jaipur,26.9232,75.8307,WIFI,0.91,0,1713,0,182121.0,8.31,0.16,40.201,2,0,NONE
TXN_UPI_202608004340,2026-08-06 02:57:27,2,arjun.singh251@okhdfcbank,Arjun Singh,indianoil.fuel@razorpay,Indian Oil Petrol,2337.9,P2M,DEV_IND_00248_Pixel8,Chandigarh,30.7752,76.7679,WIFI,0.85,0,780,0,76628.0,5.44,0.26,3.117,8,0,NONE
TXN_UPI_202608004341,2026-08-06 02:59:38,2,sneha.mehta754@okhdfcbank,Sneha Mehta,uber.rides@sbi,Uber India,444.6,P2M,"DEV_IND_00243_iPhone15,2",Pune,18.5648,73.8431,4G,0.93,0,191,0,55550.0,738.97,47.89,0.37,5,0,NONE
TXN_UPI_202608004342,2026-08-06 03:00:34,3,neha.saxena186@apl,Neha Saxena,naveen.singh392@apl,Naveen Singh,209.49,P2P,DEV_IND_00253_OnePlus11,Kochi,9.9558,76.226,5G,0.94,0,941,0,79872.0,7.57,0.34,0.838,7,0,NONE
TXN_UPI_202608004343,2026-08-06 03:00:50,3,karan.pandey91@okhdfcbank,Karan Pandey,reliance.retail@icici,Reliance Smart Bazaar,2501.38,P2M,DEV_IND_00706_OnePlus11,Bengaluru,12.9549,77.5501,WIFI,0.95,0,733,1,4682.0,10.43,8.02,5.559,5,0,NONE
TXN_UPI_202608004344,2026-08-06 03:02:23,3,sneha.mehta875@ibl,Sneha Mehta,harsh.bose263@okaxis,Harsh Bose,2905.71,P2P,DEV_IND_00183_Pixel8,Jaipur,26.9607,75.7461,4G,0.85,0,1601,0,8977.0,5.46,2.19,1.162,7,0,NONE
TXN_UPI_202608004345,2026-08-06 03:04:31,3,rajesh.sharma124@oksbi,Rajesh Sharma,rohan.pandey504@barodampay,Rohan Pandey,462.38,P2P,"DEV_IND_00020_iPhone15,2",Kolkata,22.5706,88.3646,4G,0.97,0,1829,0,134364.0,2.49,0.07,0.617,6,0,NONE
TXN_UPI_202608004346,2026-08-06 03:05:48,3,rohan.pandey533@okaxis,Rohan Pandey,kirana.merchant@icici,Local Kirana Store,233.75,P2M,DEV_IND_00066_SM-S918B,Ahmedabad,23.0158,72.5985,4G,0.89,0,1655,1,11890.0,9.1,2.76,0.047,9,0,NONE
TXN_UPI_202608004347,2026-08-06 03:06:53,3,harsh.patel396@ibl,Harsh Patel,manish.bose928@oksbi,Manish Bose,307.99,P2P,"DEV_IND_00354_iPhone15,2",Jaipur,26.9587,75.8108,4G,0.86,0,1004,1,9135.0,10.11,3.98,1.232,8,0,NONE
TXN_UPI_202608004348,2026-08-06 03:07:13,3,simran.verma336@apl,Simran Verma,tatapower.bill@icici,Tata Power Electricity,3805.77,BILL_PAY,DEV_IND_00387_SM-S918B,Delhi,28.6003,77.237,4G,0.85,0,644,0,5335.0,3.18,2.15,15.223,6,0,NONE
TXN_UPI_202608004349,2026-08-06 03:07:44,3,rajesh.chopra606@ybl,Rajesh Chopra,tatapower.bill@sbi,Tata Power Electricity,3705.67,P2M,DEV_IND_00050_OnePlus11,Jaipur,26.9578,75.8277,4G,0.9,0,333,1,50869.0,11.46,0.81,3.088,8,0,NONE
TXN_UPI_202608004350,2026-08-06 03:10:06,3,priya.kulkarni264@ibl,Priya Kulkarni,arjun.singh195@apl,Arjun Singh,1434.06,P2P,DEV_IND_00271_OnePlus11,Bengaluru,12.9863,77.5808,WIFI,0.88,0,1696,1,27924.0,4.78,0.62,1.912,8,0,NONE
TXN_UPI_202608004351,2026-08-06 03:11:54,3,rohan.nair865@barodampay,Rohan Nair,airtel.bills@sbi,Airtel Postpaid,1423.75,P2M,DEV_IND_00216_OnePlus11,Kochi,9.9613,76.23,5G,0.97,0,1839,1,32456.0,9.24,1.03,0.57,7,0,NONE
TXN_UPI_202608004352,2026-08-06 03:14:25,3,naveen.deshmukh610@ibl,Naveen Deshmukh,amazon.pay@hdfcbank,Amazon India,1933.51,P2M,DEV_IND_00438_SM-S918B,Chandigarh,30.7002,76.7587,5G,0.89,0,1593,1,419365.0,4.18,0.04,0.387,1,0,NONE
TXN_UPI_202608004353,2026-08-06 03:16:45,3,pooja.verma976@oksbi,Pooja Verma,flipkart.pay@icici,Flipkart Payments,346.02,QR_SCAN,DEV_IND_00787_OnePlus11,Jaipur,26.8863,75.7905,5G,0.98,0,1973,0,101864.0,1.76,0.06,0.461,8,0,NONE
TXN_UPI_202608004354,2026-08-06 03:19:42,3,pooja.joshi938@okaxis,Pooja Joshi,kirana.merchant@hdfcbank,Local Kirana Store,343.26,P2M,DEV_IND_00637_Pixel8,Mumbai,19.066,72.8959,5G,0.92,0,1159,0,18421.0,3.41,0.67,0.458,9,0,NONE
TXN_UPI_202608004355,2026-08-06 03:22:30,3,simran.verma486@okaxis,Simran Verma,blinkit.retail@razorpay,Blinkit Express,1713.0,P2M,DEV_IND_00087_Pixel8,Kochi,9.9758,76.2876,5G,0.98,0,554,1,54166.0,4.37,0.29,2.284,7,0,NONE
TXN_UPI_202608004356,2026-08-06 03:23:33,3,sanjay.chopra505@paytm,Sanjay Chopra,makemytrip.travel@paytmqr,MakeMyTrip Flight,17092.51,P2M,DEV_IND_00370_RedmiNote12,Delhi,28.6182,77.205,4G,0.93,0,769,0,166755.0,2.36,0.05,22.79,4,0,NONE
TXN_UPI_202608004357,2026-08-06 03:25:13,3,harsh.patel191@barodampay,Harsh Patel,varun.iyer685@okicici,Varun Iyer,1347.25,P2P,DEV_IND_00714_Pixel8,Lucknow,26.8964,80.9654,5G,0.91,0,1253,0,98633.0,513.57,18.74,1.123,3,0,NONE
TXN_UPI_202608004358,2026-08-06 03:27:17,3,meera.gupta720@paytm,Meera Gupta,flipkart.pay@bharatpe,Flipkart Payments,10045.82,QR_SCAN,"DEV_IND_00681_iPhone15,2",Ahmedabad,22.9898,72.575,4G,0.96,0,802,0,171189.0,2.07,0.04,4.018,4,0,NONE
TXN_UPI_202608004359,2026-08-06 03:29:47,3,manish.bose712@okhdfcbank,Manish Bose,kavita.mishra424@okaxis,Kavita Mishra,3258.19,P2P,DEV_IND_00164_RedmiNote12,Kolkata,22.5749,88.3992,4G,0.89,0,1145,0,106853.0,9.54,0.32,0.652,7,0,NONE
TXN_UPI_202608004360,2026-08-06 03:32:45,3,harsh.patel648@okicici,Harsh Patel,makemytrip.travel@icici,MakeMyTrip Flight,11066.11,QR_SCAN,DEV_IND_00654_OnePlus11,Chandigarh,30.6972,76.7432,4G,0.98,0,1076,1,122973.0,2.64,0.08,14.755,9,0,NONE
TXN_UPI_202608004361,2026-08-06 03:34:50,3,akanksha.reddy831@apl,Akanksha Reddy,chaipoint.pos@razorpay,Chai Point Express,153.03,QR_SCAN,DEV_IND_00569_RedmiNote12,Lucknow,26.8261,80.9961,WIFI,0.96,0,1419,0,25987.0,6.13,0.85,0.128,4,0,NONE
TXN_UPI_202608004362,2026-08-06 03:37:18,3,karan.pandey205@okhdfcbank,Karan Pandey,tatapower.bill@hdfcbank,Tata Power Electricity,2026.39,QR_SCAN,DEV_IND_00286_RedmiNote12,Mumbai,19.0703,72.8589,4G,0.95,0,933,0,329095.0,0.99,0.01,2.702,3,0,NONE
TXN_UPI_202608004363,2026-08-06 03:38:56,3,shreya.reddy135@ybl,Shreya Reddy,airtel.bills@sbi,Airtel Postpaid,242.72,QR_SCAN,DEV_IND_00469_Pixel8,Mumbai,19.061,72.8454,4G,0.91,0,1959,1,74332.0,2.77,0.13,0.202,7,0,NONE
TXN_UPI_202608004364,2026-08-06 03:40:22,3,ananya.kumar147@ibl,Ananya Kumar,flipkart.pay@icici,Flipkart Payments,5216.31,QR_SCAN,DEV_IND_00275_OnePlus11,Chennai,13.0914,80.2526,4G,0.86,0,1519,0,53697.0,3.21,0.22,6.955,9,0,NONE
TXN_UPI_202608004365,2026-08-06 03:43:06,3,sanjay.sharma335@ybl,Sanjay Sharma,claim.rewards.gov79@axl,Cashback Rewards NPCI Official (Fake),15450.64,COLLECT_REQUEST,DEV_PHISH_2980,Kolkata,22.581,88.3592,VPN_SUSPICIOUS,0.37,0,586,1,70114.0,1617.96,83.07,34.335,13,1,PHISHING_QR_COLLECT_SCAM
TXN_UPI_202608004366,2026-08-06 03:45:11,3,nikhil.singh258@apl,Nikhil Singh,neha.saxena145@ybl,Neha Saxena,1457.02,P2P,DEV_IND_00028_SM-S918B,Ahmedabad,22.9726,72.592,WIFI,0.94,0,1683,1,145562.0,7.54,0.19,1.214,5,0,NONE
TXN_UPI_202608004367,2026-08-06 03:46:37,3,shreya.mishra369@ybl,Shreya Mishra,uber.rides@bharatpe,Uber India,1484.21,QR_SCAN,"DEV_IND_00199_iPhone15,2",Kochi,9.936,76.2649,4G,0.86,0,1992,0,40996.0,4.13,0.36,0.297,7,0,NONE
TXN_UPI_202608004368,2026-08-06 03:47:20,3,shreya.mishra757@ibl,Shreya Mishra,blinkit.retail@razorpay,Blinkit Express,1581.55,P2M,DEV_IND_00439_RedmiNote12,Hyderabad,17.3356,78.5118,5G,0.87,0,148,1,16313.0,6.23,1.38,3.515,4,0,NONE
TXN_UPI_202608004369,2026-08-06 03:49:53,3,naveen.singh799@ybl,Naveen Singh,swiggy.orders@sbi,Swiggy Delivery,505.45,QR_SCAN,DEV_IND_00048_RedmiNote12,Bengaluru,12.9718,77.6344,4G,0.93,0,1334,0,171219.0,6.95,0.15,0.674,5,0,NONE
TXN_UPI_202608004370,2026-08-06 03:50:36,3,vikram.bose767@okicici,Vikram Bose,zomato.pay@hdfcbank,Zomato Online,846.74,P2M,DEV_IND_00364_SM-S918B,Pune,18.4848,73.8702,5G,0.98,0,678,1,54196.0,5.52,0.37,1.129,6,0,NONE
TXN_UPI_202608004371,2026-08-06 03:51:06,3,rohan.nair865@barodampay,Rohan Nair,blinkit.retail@bharatpe,Blinkit Express,1571.04,P2M,DEV_IND_00216_OnePlus11,Kochi,9.9771,76.2184,4G,0.97,0,1839,0,2352.0,2.17,3.33,0.628,8,0,NONE
TXN_UPI_202608004372,2026-08-06 03:51:58,3,sunita.saxena712@ibl,Sunita Saxena,indianoil.fuel@icici,Indian Oil Petrol,2985.0,QR_SCAN,DEV_IND_00173_SM-S918B,Delhi,28.6429,77.2418,WIFI,0.98,0,1034,1,37361.0,7.53,0.73,0.597,6,0,NONE
TXN_UPI_202608004373,2026-08-06 03:54:44,3,tanvi.verma287@ibl,Tanvi Verma,sunita.mehta401@okhdfcbank,Sunita Mehta,748.74,P2P,DEV_IND_00707_Pixel8,Ahmedabad,22.9903,72.5385,4G,0.99,0,1629,0,212291.0,5.55,0.09,0.998,5,0,NONE
TXN_UPI_202608004374,2026-08-06 03:57:40,3,akanksha.mishra945@ybl,Akanksha Mishra,swiggy.orders@hdfcbank,Swiggy Delivery,324.73,QR_SCAN,DEV_IND_00479_Pixel8,Lucknow,26.8073,80.9309,WIFI,0.93,0,87,1,24990.0,5.08,0.73,0.065,6,0,NONE
TXN_UPI_202608004375,2026-08-06 03:58:27,3,rahul.sharma437@okicici,Rahul Sharma,claim.rewards.gov84@axl,Cashback Rewards NPCI Official (Fake),32480.68,COLLECT_REQUEST,DEV_PHISH_7048,Mumbai,19.0761,72.8855,VPN_SUSPICIOUS,0.4,0,1942,1,207249.0,841.84,14.62,129.923,2,1,PHISHING_QR_COLLECT_SCAM
TXN_UPI_202608004376,2026-08-06 03:59:18,3,rahul.chopra512@paytm,Rahul Chopra,kirana.merchant@hdfcbank,Local Kirana Store,757.93,P2M,"DEV_IND_00690_iPhone15,2",Bengaluru,12.9862,77.5956,WIFI,0.96,0,1595,0,146180.0,5.43,0.13,0.303,7,0,NONE
TXN_UPI_202608004377,2026-08-06 03:59:33,3,karan.pandey785@okhdfcbank,Karan Pandey,amazon.pay@bharatpe,Amazon India,14510.56,QR_SCAN,DEV_IND_00586_Pixel8,Pune,18.4814,73.8846,4G,0.87,1,125,0,13499.0,1397.08,372.58,2.902,8,0,NONE
TXN_UPI_202608004378,2026-08-06 03:59:58,3,rahul.sharma302@okaxis,Rahul Sharma,croma.retail@razorpay,Croma Electronics,32848.79,P2M,DEV_IND_00240_OnePlus11,Kolkata,22.557,88.3812,5G,0.89,0,1795,0,56669.0,1310.31,83.24,131.395,6,0,NONE
TXN_UPI_202608004379,2026-08-06 04:00:35,4,akanksha.reddy862@apl,Akanksha Reddy,tatapower.bill@bharatpe,Tata Power Electricity,3283.77,P2M,DEV_IND_00149_OnePlus11,Chennai,13.1087,80.2906,WIFI,0.88,0,1618,0,41130.0,4.93,0.43,7.297,6,0,NONE
TXN_UPI_202608004380,2026-08-06 04:02:38,4,neha.saxena738@ybl,Neha Saxena,cashout.crypto52@oksbi,Immediate Cashout Broker,100000.0,P2P,DEV_UNKNOWN_8639,Chandigarh,30.7318,76.7792,VPN_SUSPICIOUS,0.1,3,1652,1,93901.0,3.37,0.13,400.0,7,1,DEVICE_MISMATCH_MAX_TRANSFER
TXN_UPI_202608004381,2026-08-06 04:05:36,4,arjun.singh700@oksbi,Arjun Singh,akanksha.reddy489@okhdfcbank,Akanksha Reddy,1667.43,P2P,DEV_IND_00188_RedmiNote12,Delhi,28.6536,77.2263,WIFI,0.93,0,587,0,167491.0,1151.98,24.76,1.39,5,0,NONE
TXN_UPI_202608004382,2026-08-06 04:07:08,4,karan.nair356@okhdfcbank,Karan Nair,tatapower.bill@paytmqr,Tata Power Electricity,2916.24,P2M,DEV_IND_00496_RedmiNote12,Lucknow,26.8011,80.9947,5G,0.98,0,1286,1,49860.0,10.91,0.79,2.43,8,0,NONE
TXN_UPI_202608004383,2026-08-06 04:10:02,4,priya.gupta650@ibl,Priya Gupta,swiggy.orders@icici,Swiggy Delivery,424.88,QR_SCAN,DEV_IND_00721_OnePlus11,Hyderabad,17.4253,78.4991,4G,0.89,0,1088,0,90997.0,4.92,0.19,0.17,7,0,NONE
TXN_UPI_202608004384,2026-08-06 04:10:57,4,gaurav.pandey339@okaxis,Gaurav Pandey,kirana.merchant@sbi,Local Kirana Store,87.59,P2M,DEV_IND_00206_SM-S918B,Jaipur,26.927,75.7807,4G,0.91,0,1004,0,32802.0,927.62,101.81,0.035,6,0,NONE
TXN_UPI_202608004385,2026-08-06 04:13:55,4,vikram.bose168@okhdfcbank,Vikram Bose,reliance.retail@razorpay,Reliance Smart Bazaar,2311.74,P2M,DEV_IND_00664_Pixel8,Pune,18.5008,73.8925,WIFI,0.91,0,1364,0,250446.0,2.8,0.04,0.925,4,0,NONE
TXN_UPI_202608004386,2026-08-06 04:16:18,4,nikhil.deshmukh33@apl,Nikhil Deshmukh,flipkart.pay@paytmqr,Flipkart Payments,11129.21,QR_SCAN,"DEV_IND_00778_iPhone15,2",Kolkata,22.585,88.3864,4G,0.93,0,458,0,7704.0,6.86,3.21,2.226,7,0,NONE
TXN_UPI_202608004387,2026-08-06 04:17:53,4,rahul.sharma948@apl,Rahul Sharma,reliance.retail@bharatpe,Reliance Smart Bazaar,3082.18,QR_SCAN,DEV_IND_00120_RedmiNote12,Chennai,13.0606,80.2295,5G,0.99,0,401,0,21332.0,4.56,0.77,1.233,6,0,NONE
TXN_UPI_202608004388,2026-08-06 04:18:08,4,amit.iyer309@oksbi,Amit Iyer,amazon.pay@hdfcbank,Amazon India,8632.28,QR_SCAN,DEV_IND_00782_Pixel8,Chandigarh,30.6941,76.8191,4G,0.99,0,821,0,327365.0,9.24,0.1,19.183,2,0,NONE
TXN_UPI_202608004389,2026-08-06 04:19:28,4,pooja.joshi792@apl,Pooja Joshi,chaipoint.pos@paytmqr,Chai Point Express,158.02,P2M,DEV_IND_00277_SM-S918B,Jaipur,26.9358,75.7453,5G,0.87,0,602,1,115865.0,3.2,0.1,0.063,5,0,NONE
TXN_UPI_202608004390,2026-08-06 04:21:46,4,sneha.mehta332@okhdfcbank,Sneha Mehta,uber.rides@razorpay,Uber India,1008.57,QR_SCAN,DEV_IND_00123_RedmiNote12,Chennai,13.1318,80.2805,4G,0.97,0,692,0,60656.0,4.04,0.24,4.034,9,0,NONE
TXN_UPI_202608004391,2026-08-06 04:23:38,4,sunita.saxena224@okaxis,Sunita Saxena,flipkart.pay@hdfcbank,Flipkart Payments,16097.35,QR_SCAN,"DEV_IND_00593_iPhone15,2",Lucknow,26.8569,80.9219,WIFI,0.99,0,1493,1,11772.0,1.64,0.5,21.463,5,0,NONE
TXN_UPI_202608004392,2026-08-06 04:25:00,4,priya.kulkarni589@okicici,Priya Kulkarni,indianoil.fuel@hdfcbank,Indian Oil Petrol,2207.36,P2M,"DEV_IND_00631_iPhone15,2",Pune,18.5291,73.8468,5G,0.85,0,776,0,52143.0,1574.05,108.67,2.943,8,0,NONE
TXN_UPI_202608004393,2026-08-06 04:26:05,4,aditya.rao519@oksbi,Aditya Rao,makemytrip.travel@icici,MakeMyTrip Flight,7888.3,BILL_PAY,DEV_IND_00192_Pixel8,Bengaluru,12.9605,77.5831,4G,0.95,0,911,0,124559.0,363.39,10.5,17.53,4,0,NONE
TXN_UPI_202608004394,2026-08-06 04:27:15,4,vikram.bose29@ybl,Vikram Bose,kirana.merchant@hdfcbank,Local Kirana Store,282.68,P2M,DEV_IND_00724_SM-S918B,Bengaluru,12.9871,77.5877,4G,0.89,0,131,1,72922.0,3.21,0.16,0.113,7,0,NONE
TXN_UPI_202608004395,2026-08-06 04:29:01,4,arjun.deshmukh146@barodampay,Arjun Deshmukh,tatapower.bill@hdfcbank,Tata Power Electricity,2928.87,P2M,DEV_IND_00458_Pixel8,Chandigarh,30.7638,76.8287,5G,0.86,0,1709,0,52100.0,4.81,0.33,2.441,7,0,NONE
TXN_UPI_202608004396,2026-08-06 04:29:17,4,neha.saxena738@ybl,Neha Saxena,reliance.retail@sbi,Reliance Smart Bazaar,2445.04,P2M,DEV_IND_00553_OnePlus11,Chandigarh,30.719,76.7827,5G,0.96,0,1652,0,1599.0,1.46,3.29,9.78,8,0,NONE
TXN_UPI_202608004397,2026-08-06 04:31:00,4,nikhil.singh630@okaxis,Nikhil Singh,amazon.pay@sbi,Amazon India,5184.3,P2M,"DEV_IND_00748_iPhone15,2",Chennai,13.1246,80.3162,4G,0.94,0,175,1,167914.0,567.9,12.18,20.737,4,0,NONE
TXN_UPI_202608004398,2026-08-06 04:32:55,4,shreya.reddy739@paytm,Shreya Reddy,amazon.pay@hdfcbank,Amazon India,406.21,QR_SCAN,DEV_IND_00529_RedmiNote12,Kochi,9.9553,76.3046,WIFI,0.97,0,1346,0,123983.0,3.88,0.11,0.542,6,0,NONE
TXN_UPI_202608004399,2026-08-06 04:34:06,4,rahul.sharma585@barodampay,Rahul Sharma,tatapower.bill@bharatpe,Tata Power Electricity,718.99,P2M,DEV_IND_00180_RedmiNote12,Kolkata,22.5853,88.3664,5G,0.97,0,1402,1,101358.0,2.51,0.09,2.876,6,0,NONE
TXN_UPI_202608004400,2026-08-06 04:35:19,4,divya.kumar390@okicici,Divya Kumar,kirana.merchant@razorpay,Local Kirana Store,444.53,P2M,DEV_IND_00735_Pixel8,Delhi,28.6474,77.224,4G,0.9,0,539,0,55164.0,2.36,0.15,0.988,9,0,NONE
TXN_UPI_202608004401,2026-08-06 04:37:16,4,sanjay.sharma362@barodampay,Sanjay Sharma,pooja.joshi579@paytm,Pooja Joshi,1366.46,P2P,DEV_IND_00100_RedmiNote12,Pune,18.4831,73.8456,4G,0.89,0,1557,0,10193.0,7.47,2.64,0.547,8,0,NONE
TXN_UPI_202608004402,2026-08-06 04:37:30,4,amit.iyer747@okhdfcbank,Amit Iyer,airtel.bills@icici,Airtel Postpaid,1244.82,P2M,DEV_IND_00062_OnePlus11,Chennai,13.0738,80.2704,4G,0.91,0,1068,0,86110.0,6.73,0.28,1.66,6,0,NONE
TXN_UPI_202608004403,2026-08-06 04:39:09,4,naveen.deshmukh299@okhdfcbank,Naveen Deshmukh,uber.rides@razorpay,Uber India,1023.71,P2M,DEV_IND_00558_Pixel8,Delhi,28.603,77.1844,WIFI,0.88,0,1637,1,9230.0,1752.61,683.58,4.095,5,0,NONE
TXN_UPI_202608004404,2026-08-06 04:39:36,4,divya.kumar378@oksbi,Divya Kumar,swiggy.orders@sbi,Swiggy Delivery,808.83,QR_SCAN,DEV_IND_00675_SM-S918B,Hyderabad,17.4281,78.4668,WIFI,0.99,0,1371,1,155522.0,6.41,0.15,3.235,4,0,NONE
TXN_UPI_202608004405,2026-08-06 04:42:32,4,deepika.gupta106@okicici,Deepika Gupta,nikhil.singh291@ibl,Nikhil Singh,666.16,P2P,DEV_IND_00761_OnePlus11,Mumbai,19.0506,72.918,5G,0.9,0,972,0,45382.0,6.7,0.53,0.888,6,0,NONE
